# agmsg fork hunk ledger (Issue #254 / #222)
# base-merge: 3d06318
# base-fork: 7ea795e93683b0e7ede0fabf017fe503fcfe6aea
# base-upstream: e58dbafad5a84be625f070385bb0c076c3daa4db
# command: GIT_CONFIG_GLOBAL=/dev/null GIT_CONFIG_SYSTEM=/dev/null git -c diff.algorithm=myers -c core.quotePath=false diff -U0 --inter-hunk-context=0 --no-color --no-ext-diff --no-textconv 3d06318 7ea795e93683b0e7ede0fabf017fe503fcfe6aea
# git-version: 2.54.0
# precondition: `git config --list --show-origin | grep -c '\bdiff\.'` must be 0
# expected-hunks: 734
# expected-files: 267
# expected-digest: 258a1e93df7db7fe06334c5d8bb70517e96221b0ea5be9b63bd09b93a42589f1
#                  grep -v '^#' <ledger> | cut -f1 | LC_ALL=C sort | shasum -a 256
#                  (LF-separated AND LF-terminated; see the design doc for the byte-level spec)
# NOTE: the count depends on this exact command AND on git config. -U3:484, -U10:404,
#       -w:742, diff.interHunkContext=10:450, core.quotePath=true changes one non-ASCII path.
#       Trust expected-hunks/expected-digest, not your own diff.
#
# columns: hunk_id  path  owner  disposition  rationale  public_dep  regression  conflict_risk  assignee  status
9b262a83717fc01d	.github/enforced-assertions-baseline	agguild	port	assertion の基準値を 638 から 718 へ。fork が足した試験の分だけ増えている	none	needed	no	agmsg_architect_claude	classified
96e94de06531318d	.github/workflows/tests.yml	agguild	port	codex monitor / bridge launcher / fixture helpers の試験を CI へ足す。いずれも fork の試験	none	needed	no	agmsg_architect_claude	classified
ffa0428a4fb0efc9	README.ja.md	agguild	port	GitHub CLI の宛先ガードの説明（日本語版）。fork のアカウント分離	none	needed	no	agmsg_architect_claude	classified
9129534e3ce4a93c	README.ja.md	agguild	port	actas が全登録チームで排他になる旨の説明（日本語版）。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
8fa2fe7594dc170c	README.ja.md	agguild	port	spawn options の type@role 節の説明（日本語版）。fork の role overlay	none	needed	no	agmsg_architect_claude	classified
cbafc55b85aea43e	README.ja.md	agguild	port	codex@architect overlay の例（日本語版）。fork の role overlay	none	needed	no	agmsg_architect_claude	classified
d854eaa0c62a3ae9	README.ja.md	agguild	port	codex の profile alias の要件（日本語版）。fork の role overlay	none	needed	no	agmsg_architect_claude	classified
f7e09867c3f74590	README.ja.md	official	adopt	despawn の status=unavailable を説明へ反映（日本語版）。despawn.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
6e89dfd698657ee6	README.ja.md	official	adopt	despawn の status=forced / partial を説明へ反映（日本語版）。despawn.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
a08ec06ffcae923b	README.ja.md	agguild	port	actas が全登録チームの同名を購読する旨の一覧行（日本語版）。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
dcc4d79d3fb222c6	README.ja.md	agguild	port	reset.sh --no-resolve と send.sh のオプションの説明（日本語版）。いずれも fork	none	needed	no	agmsg_architect_claude	classified
97a4b15f56b0a4ab	README.ja.md	agguild	port	registrations resource の説明（日本語版）。fork の api 契約	none	needed	no	agmsg_architect_claude	classified
dbf7b0b63f3e4320	README.ja.md	official	adopt	staging と rename で配置する旨の説明（日本語版）。safe-dir-sync の official な追加に対応	none	needed	no	agmsg_architect_claude	classified
227192501cc326ea	README.ja.md	official	adopt	不正 UTF-8 の修復コマンドの説明（日本語版）。repair-invalid-utf8.sh の official な追加に対応	none	needed	no	agmsg_architect_claude	classified
38d95e986e5ca52e	README.md	agguild	port	受信側の短期リースの説明。delivery gate の概念	none	needed	no	agmsg_architect_claude	classified
6b5b9c3fc08768cb	README.md	agguild	port	受信が排他リースを取る旨の説明。delivery gate の概念	none	needed	no	agmsg_architect_claude	classified
058f7d6373fa2ed2	README.md	agguild	port	receipt が何を意味するかの説明。delivery gate の受領記録	none	needed	no	agmsg_architect_claude	classified
69cd50ec1d7d8134	README.md	agguild	port	GitHub CLI の宛先ガードの説明。fork のアカウント分離	none	needed	no	agmsg_architect_claude	classified
02f47959d3b6d681	README.md	agguild	port	actas が全登録チームで排他になる旨の説明。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
f5f4ff2d3c68f027	README.md	agguild	port	spawn options の type@role 節の説明。fork の role overlay	none	needed	no	agmsg_architect_claude	classified
a15687e691f5f4a1	README.md	agguild	port	codex@architect overlay の例。fork の role overlay	none	needed	no	agmsg_architect_claude	classified
ef8a701162fca332	README.md	agguild	port	codex の profile alias の要件。fork の role overlay	none	needed	no	agmsg_architect_claude	classified
77d8a6eb5eee54a1	README.md	official	adopt	despawn の status=unavailable を説明へ反映。despawn.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
a353dccb4092a36b	README.md	official	adopt	despawn の status=forced / partial を説明へ反映。despawn.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
aaa80b85e0515fd7	README.md	official	adopt	delivery.sh の unknown と off の違いの説明。delivery.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
3a35fb7c436e6851	README.md	agguild	port	actas が全登録チームの同名を購読する旨の一覧行。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
2401790a8082d18a	README.md	agguild	port	message-status.sh の usage 行。同コマンドは上流に無い	none	needed	no	agmsg_architect_claude	classified
425f0b8ae10634de	README.md	agguild	port	join.sh の --role / --kind と roster-normalize.sh の usage 行。いずれも fork	none	needed	no	agmsg_architect_claude	classified
4ef300f45f2f6fb0	README.md	agguild	port	delivery.sh --format と reset.sh --no-resolve の usage 行。いずれも fork	none	needed	no	agmsg_architect_claude	classified
c11784a3337594fb	README.md	agguild	port	reconciler と watchdog の orphan_ready の説明。team-work は fork 固有	none	needed	no	agmsg_architect_claude	classified
ebc8ac636c17bd7a	README.md	agguild	port	受信のメッセージリースの説明。delivery gate の概念	none	needed	no	agmsg_architect_claude	classified
9aeda936f7bfe00e	README.md	official	adopt	配送経路が 1 本しかないことの FAQ。上流の delivery mode と queue だけを説明する	none	needed	no	agmsg_architect_claude	classified
fe8e97bac881ecbc	README.md	official	adopt	startup ファイルが symlink でもよい旨の説明。startup-path-resolver の official な変更に対応	none	needed	no	agmsg_architect_claude	classified
f2ce05efcf67b8da	README.md	official	adopt	不正 UTF-8 の修復コマンドの説明。repair-invalid-utf8.sh の official な追加に対応	none	needed	no	agmsg_architect_claude	classified
387091ceedc83e67	README.md	agguild	port	inbox の handoff の claim と確認の説明。delivery gate の概念	none	needed	no	agmsg_architect_claude	classified
9d112611a67b9531	SKILL.md	agguild	port	reset.sh --no-resolve の説明。fork のオプション	none	needed	no	agmsg_architect_claude	classified
bc8c5d429535fa99	SKILL.md	official	adopt	despawn の status=unavailable を説明へ反映。despawn.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
347fd96241c5e0cd	SKILL.md	official	adopt	despawn の status=forced / partial を説明へ反映。despawn.sh の一般の修正に対応	none	needed	no	agmsg_architect_claude	classified
770990f4230f8250	app/README.md	agguild	port	bundle する agmsg-core の tag を fork の origin から読む旨の説明。fork の配布事情	none	needed	no	agmsg_architect_claude	classified
947f0879b6937804	app/scripts/bundle-core.sh	agguild	port	origin に pin した tag が無い場合の診断。fork の配布事情	none	needed	no	agmsg_architect_claude	classified
6df64886ccde3dd6	docs/actas.md	agguild	port	全登録 (team, name) の pair ごとに排他ロックを取る旨の説明。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
fd4d849c1818cfb7	docs/actas.md	agguild	port	active-name watcher が全チームの pair 集合を使う旨の説明。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
dc0f382789e91879	docs/actas.md	agguild	port	drop が残る全チームのロックを解放する旨の説明。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
fe741d7ad82448d9	docs/actas.md	agguild	port	actas 後に全登録チームの同名へ絞られる旨の説明。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
5e4c5c933df38e1b	docs/actas.md	agguild	port	Codex では全チームロックを取らない旨の説明。fork の全チーム pair 解決の適用範囲	none	needed	no	agmsg_architect_claude	classified
523ee448986f2bdc	docs/actas.md	agguild	port	watch-once.sh --name が同じ全チーム解決を使う旨の説明。fork の全チーム pair 解決	none	needed	no	agmsg_architect_claude	classified
711c79c432511638	docs/adr/0005-safe-scripts-dir-sync-for-install.md	agguild	port	fork-owned record of its own decisions; not an upstream concern					classified
6d55a2cb08f6cfff	docs/building-on-agmsg.md	agguild	port	registrations resource の呼び出し例。fork の api 契約	none	needed	no	agmsg_architect_claude	classified
22e63511df135b71	docs/building-on-agmsg.md	agguild	port	registrations が登録ごとに 1 レコードを返す旨の説明。fork の api 契約	none	needed	no	agmsg_architect_claude	classified
b0a25e7d3d0fd09d	docs/building-on-agmsg.md	agguild	port	resource 名に registrations を足す。fork の api 契約	none	needed	no	agmsg_architect_claude	classified
54995afacd88e329	docs/decisions/2026-08-11T121328_git-push-owner-guard.md	agguild	port	fork-owned record of its own decisions; not an upstream concern					classified
3e2352994722e41a	docs/decisions/2026-08-11T124253_required-role-overlay-and-codex-profile-validation.md	agguild	port	fork-owned record of its own decisions; not an upstream concern					classified
